# Szpitale (id | nazwa | wsp. x | wsp. y | Liczba łóżek | Liczba wolnych łóżek) 
560 | Hospital | -185 | 68 | 656 | 577
475 | Hospital | -187 | 104 | 57 | 879
391 | Hospital | 8 | -230 | 163 | 378
125 | Hospital | -129 | -256 | 901 | 745
768 | Hospital | -150 | -116 | 139 | 530
623 | Hospital | 107 | -200 | 614 | 836
244 | Hospital | -400 | -165 | 216 | 625
660 | Hospital | -304 | -47 | 298 | 227
928 | Hospital | 442 | 418 | 728 | 566
702 | Hospital | 489 | 42 | 984 | 1000
13 | Hospital | 41 | 486 | 807 | 671
103 | Hospital | -295 | 159 | 6 | 984
329 | Hospital | 45 | 349 | 19 | 908
118 | Hospital | -120 | 331 | 2 | 714
790 | Hospital | -388 | -181 | 790 | 724
293 | Hospital | -210 | 363 | 918 | 520
672 | Hospital | -181 | 473 | 576 | 631
40 | Hospital | 173 | 326 | 377 | 811
302 | Hospital | 284 | 351 | 525 | 180
846 | Hospital | -465 | -364 | 517 | 309
977 | Hospital | -390 | 102 | 386 | 251
481 | Hospital | 190 | 43 | 604 | 989
572 | Hospital | -432 | 179 | 740 | 478
236 | Hospital | -167 | 384 | 432 | 956
458 | Hospital | 195 | 26 | 203 | 368
290 | Hospital | 46 | -39 | 847 | 279
787 | Hospital | 43 | -237 | 529 | 782
387 | Hospital | -447 | -431 | 202 | 713
161 | Hospital | -406 | 128 | 210 | 373
919 | Hospital | -86 | 153 | 332 | 252
277 | Hospital | -60 | 373 | 344 | 467
630 | Hospital | -371 | -36 | 877 | 868
267 | Hospital | -113 | -307 | 765 | 964
555 | Hospital | 371 | 280 | 360 | 242
839 | Hospital | 320 | 70 | 653 | 840
608 | Hospital | 210 | 412 | 553 | 994
119 | Hospital | -227 | -436 | 194 | 276
289 | Hospital | 226 | 257 | 841 | 600
945 | Hospital | 83 | -21 | 355 | 264
774 | Hospital | -482 | -288 | 227 | 417
298 | Hospital | 342 | -281 | 780 | 348
112 | Hospital | 407 | -487 | 998 | 789
380 | Hospital | 228 | -406 | 346 | 343
201 | Hospital | -212 | -125 | 361 | 50
167 | Hospital | 120 | 293 | 541 | 558
833 | Hospital | 369 | -494 | 281 | 138
422 | Hospital | -365 | 251 | 818 | 246
330 | Hospital | -122 | -176 | 892 | 73
87 | Hospital | -221 | -18 | 773 | 564
164 | Hospital | 335 | 317 | 243 | 870
393 | Hospital | -175 | 369 | 976 | 197
486 | Hospital | 100 | -158 | 554 | 134
93 | Hospital | 192 | 334 | 311 | 2
981 | Hospital | -436 | -444 | 421 | 965
261 | Hospital | 490 | 371 | 936 | 142
428 | Hospital | 22 | -166 | 188 | 401
468 | Hospital | 92 | -347 | 295 | 803
443 | Hospital | -348 | 396 | 730 | 179
949 | Hospital | 158 | 489 | 101 | 953
935 | Hospital | 71 | -27 | 504 | 973
723 | Hospital | -2 | 101 | 313 | 646
438 | Hospital | 4 | 458 | 655 | 570
642 | Hospital | -337 | -439 | 917 | 617
234 | Hospital | 385 | -482 | 350 | 758
688 | Hospital | -190 | -235 | 867 | 238
138 | Hospital | 176 | -275 | 221 | 672
400 | Hospital | -55 | 168 | 581 | 517
663 | Hospital | 223 | -104 | 23 | 876
720 | Hospital | 162 | 252 | 889 | 353
752 | Hospital | -363 | 421 | 582 | 716
128 | Hospital | -290 | 74 | 827 | 686
637 | Hospital | -59 | -357 | 1 | 762
956 | Hospital | -262 | 439 | 702 | 7
421 | Hospital | -142 | -348 | 367 | 305
948 | Hospital | 293 | -145 | 440 | 350
800 | Hospital | 135 | -451 | 900 | 472
828 | Hospital | 144 | 467 | 749 | 719
607 | Hospital | -331 | 424 | 708 | 302
804 | Hospital | 97 | -140 | 568 | 545
866 | Hospital | -463 | -479 | 356 | 211
687 | Hospital | 178 | -301 | 319 | 838
910 | Hospital | -372 | -296 | 476 | 604
21 | Hospital | 14 | -52 | 399 | 476
577 | Hospital | 221 | 197 | 29 | 969
970 | Hospital | -209 | -338 | 989 | 379
891 | Hospital | -243 | -407 | 558 | 86
673 | Hospital | 206 | 429 | 508 | 919
82 | Hospital | -224 | 158 | 383 | 496
429 | Hospital | -124 | -31 | 729 | 511
721 | Hospital | -369 | 327 | 514 | 479
220 | Hospital | 0 | 496 | 325 | 365
658 | Hospital | -445 | -40 | 280 | 650
315 | Hospital | 208 | -378 | 120 | 361
459 | Hospital | -453 | -402 | 873 | 829
519 | Hospital | 234 | -93 | 838 | 148
225 | Hospital | -347 | -16 | 535 | 666
930 | Hospital | -57 | 116 | 0 | 92
656 | Hospital | 356 | -266 | 624 | 799
598 | Hospital | 484 | 236 | 499 | 504
80 | Hospital | 376 | 403 | 330 | 232
585 | Hospital | 436 | 169 | 823 | 186
232 | Hospital | 289 | 85 | 997 | 668
283 | Hospital | -132 | 45 | 737 | 614
173 | Hospital | -450 | -117 | 300 | 653
989 | Hospital | 456 | 430 | 398 | 447
333 | Hospital | -339 | 377 | 407 | 579
938 | Hospital | 404 | -63 | 414 | 433
209 | Hospital | 445 | -467 | 275 | 888
335 | Hospital | -446 | 131 | 534 | 429
207 | Hospital | -92 | -41 | 803 | 832
654 | Hospital | -443 | 494 | 752 | 928
946 | Hospital | 31 | 177 | 891 | 155
55 | Hospital | 359 | -74 | 144 | 583
92 | Hospital | 470 | -244 | 396 | 382
561 | Hospital | 40 | 65 | 779 | 323
739 | Hospital | 125 | 195 | 714 | 80
162 | Hospital | 193 | -111 | 830 | 327
54 | Hospital | -315 | 175 | 945 | 222
729 | Hospital | -88 | -248 | 176 | 850
499 | Hospital | -476 | -183 | 589 | 147
106 | Hospital | -202 | -34 | 469 | 230
66 | Hospital | -252 | -471 | 445 | 45
268 | Hospital | -169 | 84 | 262 | 315
978 | Hospital | 11 | -8 | 60 | 901
84 | Hospital | 13 | 125 | 211 | 595
435 | Hospital | 214 | -97 | 452 | 151
895 | Hospital | 431 | -478 | 91 | 674
339 | Hospital | 301 | -56 | 323 | 187
491 | Hospital | 34 | -271 | 1000 | 555
932 | Hospital | -5 | 482 | 667 | 175
430 | Hospital | -32 | -389 | 418 | 675
86 | Hospital | 145 | -100 | 895 | 929
615 | Hospital | -263 | 29 | 585 | 792
993 | Hospital | 277 | -188 | 808 | 299
185 | Hospital | 187 | 278 | 305 | 725
987 | Hospital | 245 | 276 | 556 | 939
874 | Hospital | -12 | 16 | 354 | 76
269 | Hospital | 274 | 453 | 547 | 542
319 | Hospital | 375 | -91 | 413 | 996
399 | Hospital | 201 | -33 | 839 | 535
765 | Hospital | 62 | -160 | 689 | 484
691 | Hospital | 67 | 471 | 209 | 917
858 | Hospital | 29 | 442 | 384 | 676
16 | Hospital | -434 | 144 | 32 | 184
685 | Hospital | -39 | 497 | 256 | 626
595 | Hospital | 116 | 58 | 735 | 483
357 | Hospital | 286 | -464 | 595 | 736
279 | Hospital | -22 | 92 | 237 | 867
786 | Hospital | -282 | -246 | 102 | 16
331 | Hospital | -278 | -126 | 555 | 864
961 | Hospital | 131 | -282 | 475 | 277
913 | Hospital | 53 | -270 | 7 | 146
190 | Hospital | -309 | 17 | 297 | 463
745 | Hospital | -133 | 325 | 617 | 997
744 | Hospital | -49 | 268 | 293 | 313
576 | Hospital | -495 | -48 | 832 | 96
695 | Hospital | -126 | 307 | 443 | 823
896 | Hospital | -148 | -110 | 424 | 886
338 | Hospital | -140 | 383 | 345 | 678
373 | Hospital | -24 | 324 | 538 | 419
834 | Hospital | 332 | -238 | 670 | 286
198 | Hospital | 257 | 113 | 199 | 641
141 | Hospital | 5 | 361 | 259 | 624
952 | Hospital | 493 | 48 | 427 | 518
473 | Hospital | -196 | 399 | 273 | 834
584 | Hospital | -455 | -132 | 999 | 185
678 | Hospital | -350 | -114 | 848 | 260
680 | Hospital | -468 | 133 | 218 | 26
258 | Hospital | -357 | 57 | 242 | 627
79 | Hospital | -267 | -206 | 241 | 592
535 | Hospital | 36 | -243 | 570 | 737
504 | Hospital | 96 | 477 | 320 | 424
381 | Hospital | -274 | 318 | 463 | 826
793 | Hospital | 9 | -83 | 478 | 441
311 | Hospital | -223 | -85 | 621 | 320
354 | Hospital | -488 | -109 | 924 | 158
140 | Hospital | -308 | 256 | 108 | 808
815 | Hospital | 500 | -283 | 960 | 923
968 | Hospital | -287 | 275 | 17 | 410
251 | Hospital | 151 | 246 | 738 | 37
426 | Hospital | 78 | 55 | 145 | 988
148 | Hospital | 255 | -360 | 985 | 687
532 | Hospital | -117 | 172 | 907 | 873
740 | Hospital | -28 | -323 | 20 | 949
722 | Hospital | -334 | 376 | 352 | 41
411 | Hospital | -442 | -308 | 638 | 531
479 | Hospital | -158 | 87 | 743 | 502
476 | Hospital | 317 | 91 | 404 | 526
806 | Hospital | 21 | -468 | 829 | 314
890 | Hospital | -419 | -92 | 390 | 121
991 | Hospital | 295 | -123 | 662 | 660
123 | Hospital | 350 | 205 | 647 | 715
472 | Hospital | -373 | 470 | 277 | 918
195 | Hospital | -136 | -245 | 528 | 847
565 | Hospital | -297 | -174 | 886 | 807
827 | Hospital | 229 | -276 | 401 | 748
219 | Hospital | 182 | -252 | 510 | 473
533 | Hospital | -14 | 354 | 932 | 266
321 | Hospital | 291 | -424 | 238 | 529
755 | Hospital | 279 | -190 | 909 | 177
176 | Hospital | -152 | 41 | 438 | 539
129 | Hospital | -172 | -438 | 696 | 806
325 | Hospital | -409 | -319 | 22 | 513
394 | Hospital | 119 | 487 | 681 | 822
469 | Hospital | 59 | -342 | 837 | 651
457 | Hospital | -413 | 320 | 628 | 237
826 | Hospital | -199 | 273 | 521 | 88
238 | Hospital | 326 | -427 | 337 | 278
206 | Hospital | 183 | 345 | 588 | 250
649 | Hospital | 476 | 445 | 813 | 298
926 | Hospital | -191 | -344 | 795 | 33
9 | Hospital | 143 | -210 | 437 | 104
901 | Hospital | 415 | -75 | 649 | 510
586 | Hospital | 331 | 4 | 205 | 759
210 | Hospital | -353 | -324 | 159 | 820
931 | Hospital | -100 | 401 | 991 | 366
121 | Hospital | -326 | -278 | 993 | 874
341 | Hospital | -264 | -94 | 198 | 998
273 | Hospital | 495 | -185 | 480 | 269
214 | Hospital | -101 | -98 | 663 | 493
337 | Hospital | 247 | 222 | 13 | 757
861 | Hospital | -322 | -239 | 725 | 271
908 | Hospital | -135 | -118 | 24 | 301
24 | Hospital | -244 | 258 | 38 | 434
859 | Hospital | -253 | -139 | 410 | 310
954 | Hospital | 281 | 463 | 46 | 654
226 | Hospital | 122 | 432 | 246 | 212
842 | Hospital | 323 | -326 | 943 | 647
252 | Hospital | -250 | -375 | 746 | 588
601 | Hospital | -381 | 335 | 640 | 334
973 | Hospital | -359 | 347 | 240 | 428
849 | Hospital | -261 | 291 | 551 | 342
126 | Hospital | -355 | -164 | 41 | 215
76 | Hospital | -387 | -292 | 126 | 726
157 | Hospital | -97 | 213 | 442 | 633
127 | Hospital | 251 | -119 | 154 | 667
39 | Hospital | -395 | -358 | 635 | 629
726 | Hospital | 58 | 342 | 39 | 189
172 | Hospital | 150 | 137 | 876 | 907
235 | Hospital | 108 | -381 | 574 | 267
670 | Hospital | -354 | 8 | 279 | 846
224 | Hospital | -479 | 90 | 601 | 106
70 | Hospital | -91 | 162 | 255 | 546
366 | Hospital | -481 | 474 | 770 | 774
860 | Hospital | 478 | -349 | 845 | 685
636 | Hospital | -52 | 239 | 500 | 940
594 | Hospital | 50 | 380 | 250 | 112
378 | Hospital | 141 | -496 | 990 | 754
105 | Hospital | 123 | 488 | 310 | 722
255 | Hospital | 460 | 387 | 331 | 877
388 | Hospital | -144 | 312 | 113 | 109
682 | Hospital | -266 | -90 | 343 | 843
810 | Hospital | -478 | -180 | 639 | 694
413 | Hospital | -338 | -490 | 546 | 575
986 | Hospital | -422 | 321 | 950 | 422
100 | Hospital | -154 | -465 | 955 | 700
587 | Hospital | -47 | -57 | 695 | 897
836 | Hospital | -310 | 25 | 584 | 214
287 | Hospital | 288 | -218 | 461 | 77
701 | Hospital | 424 | -345 | 166 | 739
801 | Hospital | 409 | -15 | 878 | 810
203 | Hospital | -393 | -67 | 748 | 480
785 | Hospital | 93 | 24 | 278 | 571
436 | Hospital | 432 | -450 | 129 | 81
818 | Hospital | 363 | -115 | 30 | 167
501 | Hospital | 403 | -204 | 196 | 922
274 | Hospital | 205 | -385 | 811 | 280
1000 | Hospital | 153 | -142 | 125 | 220
78 | Hospital | -500 | -434 | 62 | 132
392 | Hospital | -366 | -213 | 258 | 36
775 | Hospital | -392 | -242 | 247 | 802
153 | Hospital | -487 | -372 | 687 | 338
352 | Hospital | -317 | -432 | 63 | 25
272 | Hospital | 306 | 192 | 334 | 532
651 | Hospital | 241 | 390 | 859 | 261
326 | Hospital | -300 | 457 | 756 | 59
431 | Hospital | 179 | -483 | 206 | 217
171 | Hospital | 347 | -20 | 980 | 108
553 | Hospital | 453 | 279 | 61 | 358
489 | Hospital | -272 | 142 | 800 | 503
575 | Hospital | 472 | -96 | 189 | 136
813 | Hospital | -403 | 310 | 88 | 462
674 | Hospital | 494 | 367 | 732 | 172
228 | Hospital | -160 | -211 | 400 | 514
944 | Hospital | 74 | 319 | 455 | 253
23 | Hospital | 357 | -476 | 861 | 744
286 | Hospital | 437 | 187 | 389 | 951
71 | Hospital | -379 | 207 | 981 | 178
334 | Hospital | 292 | -340 | 652 | 159
313 | Hospital | -70 | 211 | 494 | 68
540 | Hospital | 337 | -2 | 884 | 552
215 | Hospital | -89 | -449 | 812 | 652
733 | Hospital | 155 | 194 | 603 | 720
668 | Hospital | 360 | -133 | 958 | 906
960 | Hospital | 258 | 188 | 939 | 791
423 | Hospital | 457 | 272 | 926 | 638
382 | Hospital | -30 | -317 | 710 | 38
513 | Hospital | 163 | 171 | 18 | 915
791 | Hospital | 468 | 456 | 9 | 970
894 | Hospital | -205 | -254 | 846 | 717
0 | Hospital | -25 | 152 | 99 | 233
947 | Hospital | 399 | 121 | 620 | 289
632 | Hospital | 481 | 406 | 454 | 137
301 | Hospital | 265 | 108 | 801 | 586
33 | Hospital | -214 | -398 | 394 | 182
365 | Hospital | -20 | 155 | 94 | 423
794 | Hospital | 10 | 358 | 264 | 431
782 | Hospital | 104 | 468 | 233 | 387
816 | Hospital | -156 | -368 | 378 | 244
505 | Hospital | 417 | 71 | 395 | 574
27 | Hospital | 164 | -474 | 450 | 162
493 | Hospital | 448 | 316 | 948 | 328
552 | Hospital | 372 | -128 | 920 | 894
237 | Hospital | -376 | -77 | 33 | 605
640 | Hospital | -368 | -313 | 789 | 599
840 | Hospital | 181 | -488 | 406 | 256
49 | Hospital | 319 | -466 | 664 | 44
811 | Hospital | 416 | 397 | 583 | 461
240 | Hospital | 438 | 450 | 72 | 403
990 | Hospital | -327 | -473 | 579 | 985
879 | Hospital | -64 | 232 | 140 | 538
604 | Hospital | 237 | -497 | 672 | 308
829 | Hospital | -166 | 355 | 160 | 46
294 | Hospital | 132 | -274 | 266 | 590
284 | Hospital | -477 | 357 | 587 | 3
964 | Hospital | -149 | -58 | 496 | 788
310 | Hospital | -330 | 484 | 109 | 297
375 | Hospital | -131 | 127 | 446 | 961
253 | Hospital | 213 | 218 | 757 | 311
959 | Hospital | -417 | 249 | 560 | 718
530 | Hospital | -146 | -269 | 503 | 43
471 | Hospital | -298 | 163 | 451 | 995
108 | Hospital | -448 | 215 | 122 | 935
980 | Hospital | 18 | -38 | 371 | 815
245 | Hospital | 65 | -203 | 328 | 97
994 | Hospital | 75 | -460 | 707 | 519
151 | Hospital | 364 | 341 | 643 | 287
312 | Hospital | -46 | 114 | 596 | 418
707 | Hospital | -414 | 296 | 116 | 265
192 | Hospital | -440 | 12 | 107 | 490
619 | Hospital | 302 | 448 | 995 | 393
303 | Hospital | 406 | -491 | 605 | 610
639 | Hospital | -192 | 472 | 857 | 730
690 | Hospital | -134 | 379 | 433 | 682
917 | Hospital | -424 | 46 | 27 | 465
848 | Hospital | 215 | -392 | 132 | 226
28 | Hospital | 194 | 261 | 224 | 171
737 | Hospital | 297 | -341 | 788 | 615
116 | Hospital | 95 | 38 | 633 | 798
669 | Hospital | 242 | -272 | 335 | 780
102 | Hospital | -21 | 348 | 180 | 355
305 | Hospital | -183 | 105 | 184 | 512
822 | Hospital | 261 | -335 | 379 | 743
777 | Hospital | -293 | -205 | 381 | 863
851 | Hospital | 260 | -462 | 713 | 804
406 | Hospital | 290 | -480 | 651 | 52
368 | Hospital | 101 | -175 | 490 | 71
541 | Hospital | -110 | 302 | 448 | 930
370 | Hospital | 16 | -50 | 187 | 851
355 | Hospital | -211 | 118 | 296 | 205
999 | Hospital | -85 | 132 | 690 | 241
291 | Hospital | 321 | 206 | 95 | 621
888 | Hospital | -83 | 329 | 472 | 649
500 | Hospital | 381 | 83 | 679 | 102
324 | Hospital | -277 | -7 | 914 | 966
266 | Hospital | 48 | -380 | 392 | 565
35 | Hospital | -109 | -223 | 860 | 584
845 | Hospital | 212 | 344 | 82 | 402
451 | Hospital | 300 | -485 | 673 | 74
281 | Hospital | -137 | 330 | 254 | 771
158 | Hospital | -67 | -130 | 552 | 785
536 | Hospital | 64 | -217 | 792 | 219
62 | Hospital | 109 | -442 | 488 | 766
374 | Hospital | -276 | 47 | 531 | 321
518 | Hospital | 139 | -55 | 994 | 904
675 | Hospital | -79 | 21 | 787 | 784
982 | Hospital | -240 | 332 | 11 | 13
68 | Hospital | -456 | -334 | 632 | 859
539 | Hospital | 117 | -415 | 607 | 659
53 | Hospital | 384 | 290 | 536 | 708
243 | Hospital | -396 | 81 | 51 | 129
495 | Hospital | 443 | -29 | 986 | 47
622 | Hospital | 154 | -212 | 921 | 862
531 | Hospital | -207 | -95 | 287 | 388
262 | Hospital | -291 | 270 | 758 | 118
650 | Hospital | -449 | -153 | 143 | 855
646 | Hospital | -177 | 66 | 777 | 98
627 | Hospital | -114 | 96 | 93 | 300
25 | Hospital | 225 | 167 | 269 | 221
566 | Hospital | 216 | 452 | 115 | 285
988 | Hospital | -386 | -80 | 76 | 898
596 | Hospital | -254 | 10 | 416 | 65
958 | Hospital | -18 | -421 | 754 | 432
525 | Hospital | 7 | 7 | 975 | 637
488 | Hospital | 428 | -151 | 25 | 591
713 | Hospital | -418 | 244 | 486 | 983
# Obiekty (id | nazwa | wsp. x | wsp. y) 
448 | Building | 330 | 413
789 | Building | -231 | 36
617 | Building | 96 | 467
305 | Building | 409 | 264
838 | Building | 265 | -182
131 | Building | -428 | 346
356 | Building | 470 | -341
4 | Building | -178 | -56
247 | Building | 429 | 0
476 | Building | 64 | 197
116 | Building | 231 | 477
440 | Building | -235 | 297
259 | Building | 419 | -348
287 | Building | 25 | -80
483 | Building | 127 | 108
585 | Building | 192 | -424
128 | Building | -119 | -28
38 | Building | -395 | 317
800 | Building | -448 | 390
737 | Building | -192 | 228
293 | Building | 200 | 278
706 | Building | 308 | 145
445 | Building | -52 | -431
123 | Building | -73 | 118
776 | Building | 438 | -430
61 | Building | 272 | 322
7 | Building | 18 | 417
759 | Building | 314 | 112
13 | Building | -238 | -200
466 | Building | -351 | -155
753 | Building | -107 | -481
87 | Building | -291 | 143
890 | Building | 389 | 439
873 | Building | -199 | 193
302 | Building | 1 | -367
658 | Building | 311 | 141
277 | Building | 274 | -236
913 | Building | -430 | 378
141 | Building | -326 | 433
173 | Building | -357 | -272
386 | Building | 208 | -211
36 | Building | 153 | -58
909 | Building | -10 | 294
379 | Building | 427 | -118
767 | Building | -249 | 244
889 | Building | 88 | -369
126 | Building | -79 | -394
465 | Building | 411 | -403
1 | Building | -358 | -457
854 | Building | 270 | -59
874 | Building | 492 | -104
53 | Building | -338 | -212
177 | Building | -223 | -319
111 | Building | 425 | 174
396 | Building | -367 | 388
541 | Building | 13 | -387
806 | Building | -163 | 117
860 | Building | 334 | 273
256 | Building | 271 | 134
50 | Building | -219 | 212
271 | Building | 158 | -436
228 | Building | -304 | -442
452 | Building | -200 | 135
388 | Building | -6 | 71
720 | Building | 304 | -338
521 | Building | 245 | -354
607 | Building | 341 | 235
772 | Building | -332 | -173
517 | Building | 239 | 94
718 | Building | 268 | -275
750 | Building | 227 | -321
528 | Building | -13 | 86
171 | Building | -229 | -144
422 | Building | -12 | 234
224 | Building | 70 | -443
542 | Building | -29 | 57
139 | Building | -136 | 67
826 | Building | 295 | -477
801 | Building | 105 | 16
686 | Building | -486 | 405
175 | Building | -130 | -444
254 | Building | -195 | -24
472 | Building | 198 | -134
16 | Building | 321 | 409
925 | Building | -409 | 272
906 | Building | 387 | -462
637 | Building | 325 | 267
324 | Building | -94 | -499
303 | Building | -247 | 53
511 | Building | -254 | -25
196 | Building | 34 | -435
796 | Building | 113 | 209
211 | Building | 16 | 347
682 | Building | -90 | -96
897 | Building | 66 | -259
502 | Building | -427 | -423
257 | Building | 455 | 421
92 | Building | 6 | 238
785 | Building | -388 | -361
733 | Building | -460 | -152
419 | Building | 284 | 431
501 | Building | -151 | 332
611 | Building | -103 | 171
634 | Building | 202 | 2
535 | Building | -463 | 357
674 | Building | -100 | -318
74 | Building | -148 | -30
347 | Building | 477 | 109
514 | Building | 156 | 122
156 | Building | -203 | -390
735 | Building | 496 | -375
122 | Building | -245 | -172
200 | Building | 278 | 412
44 | Building | -264 | 237
932 | Building | -371 | -370
823 | Building | -50 | -389
985 | Building | 384 | -18
715 | Building | -308 | -401
204 | Building | 81 | -373
398 | Building | 140 | 48
260 | Building | 258 | -355
225 | Building | -16 | 58
214 | Building | 316 | 382
189 | Building | 447 | -14
32 | Building | -154 | -71
148 | Building | -466 | 65
160 | Building | 485 | 320
581 | Building | -22 | -154
357 | Building | -384 | 96
261 | Building | -383 | -194
27 | Building | 117 | 403
95 | Building | -454 | 391
512 | Building | -494 | -392
306 | Building | 439 | 4
404 | Building | 244 | -351
55 | Building | -226 | -323
100 | Building | -380 | 90
450 | Building | 213 | 435
893 | Building | -340 | -486
719 | Building | 352 | 392
717 | Building | -257 | -282
473 | Building | 437 | 470
943 | Building | 215 | 493
113 | Building | -294 | -376
201 | Building | -14 | -189
320 | Building | 303 | 359
701 | Building | 491 | 158
300 | Building | -381 | -145
88 | Building | 2 | -22
80 | Building | 94 | -434
75 | Building | 41 | -454
546 | Building | 309 | -13
185 | Building | -465 | -48
983 | Building | 348 | 312
174 | Building | 86 | 465
10 | Building | -333 | 411
136 | Building | -474 | -488
468 | Building | -284 | -243
791 | Building | -468 | 350
157 | Building | 339 | 415
586 | Building | -263 | -286
763 | Building | 187 | -198
567 | Building | -190 | 241
813 | Building | -364 | 367
51 | Building | 112 | 206
964 | Building | -135 | -363
723 | Building | 136 | 496
952 | Building | 31 | 393
556 | Building | 93 | -177
96 | Building | -314 | -29
427 | Building | 300 | 201
318 | Building | -89 | -487
559 | Building | 377 | -250
577 | Building | -280 | -418
665 | Building | -112 | -97
898 | Building | 320 | -99
878 | Building | 58 | 23
169 | Building | -377 | 229
602 | Building | -329 | -399
896 | Building | 99 | 87
110 | Building | 60 | -170
664 | Building | 434 | -16
956 | Building | -83 | -195
280 | Building | 369 | -139
999 | Building | 33 | -72
708 | Building | -218 | -307
496 | Building | -120 | 20
623 | Building | -477 | -50
550 | Building | 468 | 362
67 | Building | -497 | -339
104 | Building | -496 | 173
704 | Building | -305 | 486
340 | Building | 178 | 489
803 | Building | 229 | 68
667 | Building | 120 | 436
82 | Building | -71 | -101
997 | Building | 69 | 365
527 | Building | -438 | -386
743 | Building | 206 | 95
151 | Building | 364 | -160
973 | Building | -321 | -201
726 | Building | 310 | 481
959 | Building | 459 | -186
391 | Building | 471 | 319
933 | Building | -212 | -410
891 | Building | 297 | -36
782 | Building | 67 | 188
282 | Building | -353 | 207
376 | Building | -110 | 41
635 | Building | 115 | 375
949 | Building | -165 | 309
609 | Building | -65 | -365
601 | Building | 246 | 324
447 | Building | 367 | -244
197 | Building | -484 | -384
186 | Building | 169 | 163
533 | Building | 103 | 385
877 | Building | -489 | 9
610 | Building | 493 | 437
650 | Building | -431 | -260
178 | Building | -354 | -51
39 | Building | -437 | -120
179 | Building | -251 | 460
930 | Building | 400 | 281
672 | Building | -93 | -220
3 | Building | -241 | -159
202 | Building | 212 | -249
646 | Building | -258 | -183
504 | Building | -444 | -269
742 | Building | 484 | -43
24 | Building | -76 | -484
129 | Building | -397 | -308
21 | Building | 124 | 451
115 | Building | 222 | -489
852 | Building | -403 | -157
8 | Building | -323 | -156
691 | Building | -475 | 248
294 | Building | -434 | 84
940 | Building | -202 | 445
190 | Building | 130 | -229
49 | Building | -261 | 105
825 | Building | 269 | -47
29 | Building | 159 | 182
848 | Building | -335 | 458
413 | Building | 189 | -213
387 | Building | -31 | 387
420 | Building | 388 | -342
765 | Building | -182 | 7
558 | Building | 276 | -314
161 | Building | 179 | -187
575 | Building | 446 | -66
984 | Building | -252 | -461
470 | Building | 177 | 111
94 | Building | -72 | 344
805 | Building | 104 | 211
421 | Building | 349 | 187
565 | Building | -118 | -494
323 | Building | 376 | -414
262 | Building | -446 | -42
790 | Building | 486 | 45
798 | Building | -420 | 484
26 | Building | -220 | 480
108 | Building | 426 | -459
331 | Building | 199 | 10
219 | Building | 383 | -9
68 | Building | -168 | 374
918 | Building | -75 | -313
929 | Building | -404 | 263
668 | Building | 38 | 318
792 | Building | -277 | 307
2 | Building | 146 | -409
687 | Building | 251 | -34
729 | Building | -479 | -64
361 | Building | 458 | -103
234 | Building | 116 | -138
499 | Building | 273 | 424
885 | Building | -370 | 304
351 | Building | -64 | -82
773 | Building | -36 | -131
170 | Building | 475 | -234
439 | Building | 29 | -468
273 | Building | 43 | 24
463 | Building | -167 | -191
166 | Building | 255 | 98
434 | Building | -84 | -84
866 | Building | 407 | 126
815 | Building | -435 | -383
392 | Building | -286 | 204
481 | Building | -447 | 1
752 | Building | -68 | 12
315 | Building | -307 | -69
107 | Building | -310 | -216
309 | Building | -473 | -294
276 | Building | -439 | -302
981 | Building | 15 | 133
203 | Building | 19 | 125
572 | Building | -171 | 139
587 | Building | 354 | 40
783 | Building | 91 | 83
738 | Building | 186 | 473
316 | Building | 294 | -88
590 | Building | -35 | -113
415 | Building | -143 | 130
872 | Building | -493 | 334
272 | Building | 182 | 418
924 | Building | -159 | 50
460 | Building | 85 | -26
990 | Building | -86 | -446
867 | Building | -108 | 325
155 | Building | 366 | 14
91 | Building | 118 | 400
600 | Building | -1 | -231
756 | Building | -77 | 372
582 | Building | 164 | 343
188 | Building | -387 | 43
478 | Building | -169 | 26
124 | Building | 350 | -31
369 | Building | 149 | -301
41 | Building | -290 | -356
412 | Building | 432 | 136
819 | Building | -232 | -238
557 | Building | 260 | 463
85 | Building | -341 | 352
716 | Building | -318 | -353
551 | Building | -298 | -312
286 | Building | 374 | -133
457 | Building | -193 | -107
976 | Building | 306 | -458
710 | Building | -289 | 103
349 | Building | -356 | -412
605 | Building | -265 | -276
236 | Building | -345 | -396
858 | Building | -390 | -227
322 | Building | 287 | -303
799 | Building | -237 | -317
516 | Building | 372 | 22
207 | Building | 430 | 161
627 | Building | -149 | 370
670 | Building | -38 | -169
868 | Building | 44 | 19
441 | Building | -259 | 258
389 | Building | -453 | 326
939 | Building | -81 | -465
669 | Building | -124 | 82
380 | Building | 457 | -224
295 | Building | 165 | -391
192 | Building | -26 | -52
72 | Building | 460 | 178
879 | Building | -441 | 363
97 | Building | 404 | -305
144 | Building | -436 | 487
963 | Building | -418 | -63
458 | Building | 332 | 296
446 | Building | -15 | 205
114 | Building | -137 | -210
552 | Building | -173 | 28
250 | Building | 163 | 285
919 | Building | -28 | 466
545 | Building | -98 | -148
471 | Building | 293 | 63
961 | Building | -313 | 247
411 | Building | -407 | 199
180 | Building | -478 | -12
222 | Building | 313 | 52
78 | Building | -2 | 194
65 | Building | 74 | -483
494 | Building | 286 | 55
213 | Building | 68 | -271
910 | Building | 441 | 423
212 | Building | -221 | 449
